Mixture	B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells	P-value	Correlation	RMSE	Absolute score (sig.score)
S10001	0.0376715431687202	0	0	0	0	0	0	0	0.15743775325826	0	0.24771495634962	0	0.00518604709595087	0	0	0.158184003007943	0	0.3326733404332	0.0580701442287172	0	0.0415594510793582	9999	0.418967663097279	1.04255384212097	1.03849723862177
S10006	0.0655643275875197	0	0.0151174806730871	0	0	0	0	0	0.135928555846971	0	0.283721863042886	0	0.0679514018340526	0	0.00918949131070557	0.0437897758582206	0	0.339145587643465	0.0371541166891281	0	0.0360489947370757	9999	0.414262394232097	1.03983442745406	1.03361159522311
S1001	0.0480964577732753	0	0.0267832871979733	0	0	0	0	0	0.179625127289182	0	0.254907074246309	0	0.0491213427362291	0	0.021019755616837	0.0150967850674519	0	0.361187938257265	0.0256224739493317	0	0.0506911307411086	9999	0.436693695587432	1.02199671391783	1.03215137287496
S10010	0.02152692527417	0	0.0118630699036004	0	0	0	0	0	0.145010972872977	0	0.328038496927026	0	0.0143467384838207	0	0.0113912710227039	0.114163143224776	0	0.306696599650525	0.0380618996453086	0	0.0436953596423969	9999	0.452237928350344	1.00991925980382	1.0347944766473
S10011	0.0229600606676684	0	0	0	0	0	0	0	0.157042290570139	0	0.242685986093885	0	0.00085543172255156	0	0.00160640778136308	0.181878674622705	0	0.357754089397486	0.0518639154640632	0	0.016829865750289	9999	0.452296418578159	1.01303843925353	1.03347672207015
S10014	0.0310898559744312	0	0.01551586777072	0.011013259240334	0	0	0	0	0.147029154889895	0	0.239009841641833	0	0.0354758077731186	0	0.0212610747963678	0.0794384297394	0	0.366974131121577	0.0417351306846475	0	0.0420768388330139	9999	0.440570771966393	1.01874516684628	1.03061939246534
S10026	0.065468305094558	0.0115045560766357	0.0309342894975421	0	0	0	0	0	0.140609700293876	0	0.285535423032996	0	0.0377966123120362	0	0.0243674125840344	0.0574460876280117	0.0498833773584812	0.268274257942903	0.00931855980555049	0	0.0526119245403803	9999	0.435303378129053	1.02193664262918	1.03375050616701
S10032	0.0746806688606226	0	0	0	0	0	0	0	0.217168726838936	0	0.254101718139098	0	0.0281830051526836	0	0.0184775695879771	0.0784385958062195	0	0.289838347051203	0.0245532507549998	0	0.0509842367811747	9999	0.444301435697803	1.01688984127915	1.03642611897291
S10036	0.0292111797953718	0.00599223117395146	0.0337680772965982	0	0	0	0	0	0.122147850790312	0	0.350115131439416	0	0.0568826237552532	0	0.0190389707362272	0.0860384609021938	0.00749218410262751	0.266149425472758	0.00993432937846544	0	0.0403453894292895	9999	0.4415376252351	1.01460374077824	1.02711585427246
S10042	0.0447921981823895	0	0.00855214564430067	0	0	0	0	0	0.1511960988163	0	0.275676284485437	0	0.0379136744913077	0	0.0160064703871321	0.105757058763932	0	0.322419879892134	0.0311719940659616	0	0.0387343946214248	9999	0.451751837404562	1.00800454220348	1.03222019935032
S10044	0.0694333167205932	0.0101801501251403	0.0194105085998854	0	0	0	0	0	0.123042497776547	0	0.292272270568897	0	0.0434950898767082	0	0.0242237151273727	0.0221804181622391	0.0537958520126325	0.299086569320207	0.017576049171782	0	0.0585660999782308	9999	0.441928989232378	1.01555450429689	1.03326253744024
S10049	0.0824458233078331	0	0.0241600669497734	0	0	0	0	0	0.13657274584829	0	0.252321353725773	0	0.0532969257867252	0	0.0218687379941412	0	0.0462688868633085	0.332070375147116	0.0158987398227232	0	0.0705656456614675	9999	0.429253412287065	1.02692120209908	1.03546930110715
S10057	0.0086348752151862	0	0.0121913204723943	0	0	0	0	0	0.150582346126505	0	0.169102307002735	0	0.0225230475354174	0	0.00249289368162732	0.210356847097271	0	0.381505879949039	0.0515549797465778	0	0.0214674613985327	9999	0.419805601185452	1.04156774365063	1.03041195822529
S10062	0.0537826951682382	0	0.00473491442828814	0	0	0	0	0	0.18712432938135	0	0.239714856802738	0	0.0257857717365471	0	0.0157875644600632	0.078824602947476	0	0.349858350188708	0.0317229111074514	0	0.0482648010490426	9999	0.446919526486264	1.01474492423131	1.0356007972699
S10066	0.00645409681897196	0	0	0	0	0	0	0	0.142940725429077	0	0.35461101526662	0	0.0113762866672916	0	0.00668535264605053	0.140987726780924	0	0.288206560937054	0.0461386884329915	0	0.0348885728466955	9999	0.45219636060258	1.01074359495679	1.03228902582568
