Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory
mix_1	0	0	0	0.000315777480077172	0.00137437848446403	0	0	0	0	0	0	0	0	0	0	0	0	0.000277943297780692	0.000519401689431389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000252475465334424
mix_2	0	0.000189406920910815	0.000240606265667243	0	0.000215489706038166	0	0	0	0	0	0.000781489105627486	0	0	0.00264425557682993	0	0	0.000213252729723462	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00289516549308992	9.04893431897653e-06	5.43602150211041e-05	4.45411640001877e-05
mix_3	0.00327395998015138	0	0	0.00101890377004251	0	0.00516844379494704	0.00744294142077679	0.00558518745655654	0.00281845213939529	0.00609242085479359	0.00347663610624059	0.000785258634324621	0	0.00460756316528574	0.00668775757928676	0.00569866881046896	0.00447737943051384	0.00178807108121507	0	0.0059612406769913	0.00793595466083253	0.00369250555938334	0.00749288022549967	0.00690077320295087	0.00803837304873173	0.00420875748444188	0.00773852792861366	0.00489074396301506	0.00666656308348889	0.00758872129830773	0.00453812926695455	0	0	0
mix_4	0	0.000759508550290236	0.000677255234203347	0	0.000841944498237872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00113079744249128	0.00098736606074126	0.00116790701698143
mix_5	0	0	0.000192050884833173	0	0.000509695204095751	0	0	0	0	0	0	0	0	0	0	0	0	0.000192662015601337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000342630510588965	0.0004905245402593
mix_6	0	0.000591251177323182	0.000480993039854501	0	0.00113717031703602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000942476948533478	0.000705930407533032	0.00114566832942855
mix_7	0.000134168197732662	0	0.000176875533426918	0.000125340950133387	6.8654873035887e-06	0	0	7.73251595307524e-05	0	0	0.000306923858313657	0	0	0.00398131647900452	0.00152950038703709	0	0	0.000656384702515767	0	0.000380870812122489	0	0	0	0.00189783384212951	0.00136908195793798	0	0.00184479061864176	0	0	0.00414682204743626	0.00389068019264643	4.1091023750341e-06	0.0003135245740209	0.000161248977958655
mix_8	0	0	0	0	0	0.000624479751479717	0	0.0010352652653302	0	0	0	0	0	0.0014108620638631	0.000884400430214906	0	0	2.01357569391578e-05	0	0.00152341040541247	0	0	0	0.000774421450267538	0.000638296366804774	0	0	0	0	0.00314706671323442	0.0020573083199091	0	0	0
mix_9	0	0.00122145759955722	0.000950248884535941	0	0.00189630456139919	0	0	0	0	0	0	0	0	0.000352641532764601	0	0	0	0	9.09221154572745e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.0022166408551368	0.00117370349054185	0.00179447631838495
mix_10	0	0.000210080332696639	0.000437989653014906	0.00101074577046475	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000600613602506764	0.000280512851335642	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000381088037508672	0
