B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells
mix_1	9.14934507793758e-05	9.68870891767032e-05	0.000131470876769371	0.000155651312826096	0	0	1.63844083769534e-05	0.000124933886919696	0.000149385514088196	0.000212396281702453	0.000162006245575425	0	0.000108903462072575	0	0	0.000131846944976105	0.000108614706711587	0.000171786537019829	0.000214324299934256	7.04181161906355e-05	1.3645433191805e-05
mix_2	0.000150454945279504	0.00019057750905193	0.000102921978134903	9.74053534145183e-05	0	0.000158458816348726	0.000267680670360126	9.05750344171201e-05	0.000107083943588489	0.000161059346679164	4.30904241846249e-05	0.000182577745739174	0.000135092256953325	3.39838072257428e-05	5.97655486265814e-05	0.000113167086033272	0.000107809415410247	0.000131800217099538	0.000155573899181085	7.91742879231315e-05	0.000276891549982094
mix_3	4.31518829966125e-05	0.000178330227093693	0.000228561802692844	4.79382517629743e-05	0.000413449710553185	0.000303342896951249	0.000356315596913362	0.000262991043349539	0.000195270273314993	1.53769115815601e-06	2.44782225082684e-05	0.000156707463919701	0.000137277547898441	9.8832209340995e-05	0.000398971136243498	0	0	0	0	0	0.000361261564080671
mix_4	0.00012697890653422	4.58904371189293e-05	0	8.57375577246168e-05	0	0	0	0	1.34517670181393e-05	0.000178724925593936	7.11023858784068e-05	5.20918533353943e-05	1.12247513775923e-05	0	0	0.000165887808574457	0.00017529212817757	0.000186855203786927	0.000182585654948465	0.000184035958523302	0
mix_5	3.50745518000781e-05	4.27120647319319e-05	3.51861213590715e-05	2.63225016450129e-05	8.53292454813729e-05	3.91314705936832e-05	0	3.4452735712279e-05	3.78310461871112e-05	7.97192081569992e-05	1.39379425716909e-05	7.39341854647344e-05	7.34921427680106e-06	0	3.81569646049381e-05	5.05614183024554e-05	4.90998986846825e-05	7.50490841952152e-05	6.6513414027893e-05	3.54109907764334e-05	0
mix_6	9.14830154219433e-05	2.48513584755106e-05	0	3.97637437962723e-05	0	0	0	0	0	0.000156581948719763	1.65470672180773e-05	5.22579561236582e-05	1.63830535690588e-06	0	0	0.000132461831322929	0.000135671228676554	0.000159527792985464	0.0001593002567728	0.000134445588118778	0
mix_7	1.09562360196074e-05	7.70674247297754e-05	6.91953116779295e-05	1.1377176962526e-05	0.0002337820418991	0.000128898120053474	9.61684411273747e-05	8.36347446183065e-05	6.0309467031032e-05	2.02163979083056e-05	0	9.73527031984064e-05	3.891930124183e-05	9.59115439904547e-06	0.000196494250576799	6.10637366854203e-07	0	1.82563099460294e-05	0	0	7.10376019631798e-05
mix_8	0	7.96865729304056e-05	4.04947203111927e-05	6.16686925317345e-07	0.000174112498647006	0.000135716278486349	0.000213237528332639	5.03960239828636e-05	2.97102576809503e-05	4.41216370353979e-05	0	3.89645187594745e-05	7.44552563159996e-05	0	0.000196044598085608	1.73927371861117e-07	0	2.45710089715378e-05	2.0927415152799e-05	0	0.000214458055370194
mix_9	0.000165678863152904	2.87180522272779e-05	0	0.000111547503743744	0	0	0	0	1.38614310481785e-05	0.0002560349895158	0.000111128722310588	3.66414597816566e-05	5.01455913716604e-06	0	0	0.00022444282060208	0.000227723635795248	0.000257631976013606	0.000268714549413345	0.000234525074542662	0
mix_10	0.000246109420329798	0.000211100888471416	0.000251795320351041	0.000219942522133984	0	0.000118540873043919	5.1113578752146e-05	0.000242953335765964	0.000263258256457358	0.000183732835706427	0.000238152396897342	0.000213308096447577	0.000146895238927835	5.55465789904106e-05	0	0.000200889250032599	0.000216770688332191	0.000186847389812382	0.00021039975117705	0.000211481492273778	4.45786834029974e-05
mix_11	0.000270692076919431	0.000200957672855849	0.000214784333296504	0.000267674811587744	0	0	0	0.000186149578698737	0.000242398223011624	0.000336544266812085	0.000285042345056733	0.00016342147876287	0.000152639077835575	0	0	0.000254883597484944	0.000239343462056637	0.000283572853542838	0.00037025872912927	0.000209250859181765	0
