Tool	Reference	SampleName	CellType	Prediction	Answer	Error	SqError
AbsCibersort	10XImmune.tsv	A	B Cells	0.020739076328	0.194	0.173260923672	0.0300193476717
AbsCibersort	10XImmune.tsv	A	Monocytes	0.163066617207	0.194	0.0309333827926	0.000956874170992
AbsCibersort	10XImmune.tsv	A	NK Cells	0.220213997761	0.194	0.0262139977611	0.000687173678619
AbsCibersort	10XImmune.tsv	A	Neutrophils	0.0	0.03	0.03	0.0009
AbsCibersort	10XImmune.tsv	A	CD4 T Cells	0.501155506332	0.194	0.307155506332	0.0943445050703
AbsCibersort	10XImmune.tsv	A	CD8 T Cells	0.0948248023711	0.194	0.0991751976289	0.00983571982474
AbsCibersort	10XImmune.tsv	B	B Cells	0.020620700463	0.194	0.173379299537	0.0300603815079
AbsCibersort	10XImmune.tsv	B	Monocytes	0.183028833946	0.194	0.0109711660537	0.000120366484579
AbsCibersort	10XImmune.tsv	B	NK Cells	0.235169564377	0.194	0.041169564377	0.00169493303099
AbsCibersort	10XImmune.tsv	B	Neutrophils	0.0	0.03	0.03	0.0009
AbsCibersort	10XImmune.tsv	B	CD4 T Cells	0.454413334436	0.194	0.260413334436	0.0678151047521
AbsCibersort	10XImmune.tsv	B	CD8 T Cells	0.106767566778	0.194	0.0872324332222	0.00760949740587
AbsCibersort	10XImmune.tsv	C	B Cells	0.0073002187519	0.005	0.0023002187519	5.29100630661e-06
AbsCibersort	10XImmune.tsv	C	Monocytes	0.0477018301058	0.01	0.0377018301058	0.00142142799333
AbsCibersort	10XImmune.tsv	C	NK Cells	0.200039034045	0.051	0.149039034045	0.022212633669
AbsCibersort	10XImmune.tsv	C	Neutrophils	0.0	0.004	0.004	1.6e-05
AbsCibersort	10XImmune.tsv	C	CD4 T Cells	0.744958917098	0.828	0.0830410829025	0.00689582144961
AbsCibersort	10XImmune.tsv	C	CD8 T Cells	0.0	0.102	0.102	0.010404
AbsCibersort	10XImmune.tsv	D	B Cells	0.00626844534003	0.005	0.00126844534003	1.60895358065e-06
AbsCibersort	10XImmune.tsv	D	Monocytes	0.0434859016528	0.01	0.0334859016528	0.0011213056095
AbsCibersort	10XImmune.tsv	D	NK Cells	0.189372713543	0.051	0.138372713543	0.0191470078534
AbsCibersort	10XImmune.tsv	D	Neutrophils	0.0	0.004	0.004	1.6e-05
AbsCibersort	10XImmune.tsv	D	CD4 T Cells	0.760872939464	0.828	0.0671270605363	0.00450604225624
AbsCibersort	10XImmune.tsv	D	CD8 T Cells	0.0	0.102	0.102	0.010404
AbsCibersort	10XImmune.tsv	E	B Cells	0.00417226691596	0.01	0.00582773308404	3.39624728988e-05
