	B Cells	CD4 T Cells	NK Cells	Monocytes	CD8 T Cells
Mix_1	0.1532	0.1078	0	0	0.1839
Mix_2	0.3781	0.1573	0	0	0.1484
Mix_3	0.1133	0.1898	0	0	0.328
Mix_4	0.1848	0.2205	0	0	0.29
Mix_5	0.504	0.0643	0	0	0.2498
Mix_6	0.2469	0.049	0	0	0.1549
Mix_7	0.2614	0.213	0	0	0.2565
Mix_8	0.3621	0.1576	0	0	0.0699
Mix_9	0.3302	0.1496	0	0	0.2157
Mix_10	0.3869	0.0654	0	0	0.1776
Mix_11	0.2966	0.2384	0	0	0.1589
Mix_12	0.0582	0.1657	0	0	0.2424
Mix_13	0.4718	0.0945	0	0	0.1994
Mix_14	0.1193	0.2624	0	0	0.3416
Mix_15	0.194	0.2738	0	0	0.1865
Mix_16	0.3323	0.1595	0	0	0.1455
Mix_17	0.2319	0.2552	0	0	0.1986
Mix_18	0.2068	0.3119	0	0	0.1129
Mix_19	0.1243	0.1036	0	0	0.2535
Mix_20	0.3612	0.1086	0	0	0.1357
Mix_21	0.3244	0.0803	0	0	0.1174
Mix_22	0.1263	0.1086	0	0	0.1976
Mix_23	0.489	0.1236	0	0	0.1217
Mix_24	0.0106	0.329	0	0	0.1397
Mix_25	0.4479	0.1194	0	0	0.2241
Mix_26	0.3355	0.1918	0	0	0.1856
Mix_27	0.3815	0.0697	0	0	0.1327
Mix_28	0.2653	0.1238	0	0	0.152
Mix_29	0.3841	0.1764	0	0	0.1919
Mix_30	0.2488	0.1816	0	0	0.3399
Mix_31	0.3664	0.1554	0	0	0.1569
Mix_32	0.206	0.2717	0	0	0.0996
Mix_33	0.1101	0.2393	0	0	0.1891
Mix_34	0.2988	0.0433	0	0	0.1657
Mix_35	0.2704	0.2056	0	0	0.2403
Mix_36	0.3326	0.1548	0	0	0.2091
Mix_37	0.1373	0.1646	0	0	0.326
Mix_38	0.0718	0.2126	0	0	0.2152
Mix_39	0.4055	0.067	0	0	0.0583
Mix_40	0.292	0.1366	0	0	0.2925
Mix_41	0.2221	0.1542	0	0	0.2817
Mix_42	0.3597	0.2129	0	0	0.1402
Mix_43	0.3643	0.0739	0	0	0.1876
Mix_44	0.1236	0.1636	0	0	0.2406
Mix_45	0.1742	0.1565	0	0	0.2391
Mix_46	0.3628	0.1284	0	0	0.1687
Mix_47	0.2555	0.0922	0	0	0.1819
Mix_48	0.3526	0.1682	0	0	0.1921
Mix_49	0.1447	0.255	0	0	0.3287
Mix_50	0.1414	0.2285	0	0	0.1961
Mix_51	0.3334	0.1837	0	0	0.1458
Mix_52	0.0578	0.216	0	0	0.3308
Mix_53	0.2809	0.1106	0	0	0.1435
Mix_54	0.1114	0.1065	0	0	0.287
Mix_55	0.0635	0.2039	0	0	0.3637
Mix_56	0.1502	0.1872	0	0	0.1997
Mix_57	0.0022	0.2415	0	0	0.3452
Mix_58	0.2079	0.2418	0	0	0.2007
Mix_59	0.1188	0.1705	0	0	0.384
Mix_60	0.4782	0.0893	0	0	0.2238
Mix_61	0.4126	0.0765	0	0	0.1838
Mix_62	0.4823	0.0922	0	0	0.2481
Mix_63	0.0635	0.135	0	0	0.2988
Mix_64	0.2791	0.0633	0	0	0.1471
Mix_65	0.2965	0.0987	0	0	0.1511
Mix_66	0.3662	0.1745	0	0	0.2322
Mix_67	0.4735	0.0464	0	0	0.1119
Mix_68	0.2142	0.1778	0	0	0.1655
Mix_69	0.467	0.0674	0	0	0.2234
Mix_70	0.1969	0.2297	0	0	0.1784
Mix_71	0.2375	0.131	0	0	0.3084
Mix_72	0.162	0.1875	0	0	0.0815
Mix_73	0.0469	0.2289	0	0	0.3878
Mix_74	0.3893	0.0696	0	0	0.1954
Mix_75	0.2237	0.2078	0	0	0.3036
Mix_76	0.2238	0.1862	0	0	0.3324
Mix_77	0.2035	0.1264	0	0	0.1713
Mix_78	0.0853	0.2957	0	0	0.322
Mix_79	0.0744	0.1484	0	0	0.3429
Mix_80	0.2716	0.2064	0	0	0.1551
Mix_81	0.2512	0.1161	0	0	0.2408
Mix_82	0.3289	0.16	0	0	0.3043
Mix_83	0.3749	0.0914	0	0	0.1974
Mix_84	0.2639	0.1458	0	0	0.1644
Mix_85	0.265	0.2093	0	0	0.2693
Mix_86	0.1693	0.1171	0	0	0.2732
Mix_87	0.5294	0.0102	0	0	0.15
Mix_88	0.4018	0.1781	0	0	0.1124
Mix_89	0.0264	0.1632	0	0	0.2398
Mix_90	0.2506	0.1721	0	0	0.3619
Mix_91	0.5672	0.0756	0	0	0.1508
Mix_92	0.2836	0.1533	0	0	0.2253
Mix_93	0.175	0.2331	0	0	0.0557
Mix_94	0.4481	0.1428	0	0	0.1236
Mix_95	0.2269	0.2302	0	0	0.2158
Mix_96	0.117	0.2712	0	0	0.2024
Mix_97	0.3116	0.0869	0	0	0.2032
Mix_98	0.3836	0.0142	0	0	0.021
Mix_99	0.0002	0.4616	0	0	0.1808
Mix_100	0.2669	0.1087	0	0	0.1399
