	Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil
S10001	7.195978	39.43087	6.521018	0	0
S10006	7.156782	39.752518	6.486222	0	0
S1001	7.106952	39.984126	6.581304	0	0
S10010	7.427586	39.648446	6.731348	0	0
S10011	7.18038	39.475652	6.649012	0	0
S10014	7.146918	39.268132	6.568976	0	0
S10026	7.230994	40.220956	6.592624	0	0
S10032	7.230972	40.020648	6.739112	0	0
S10036	6.996968	39.289658	6.511646	0	0
S10042	7.288372	40.317596	6.708702	0	0
S10044	7.399068	40.84086	6.57578	0	0
S10049	7.285728	40.529742	6.612816	0	0
S10057	6.797046	38.471156	6.382104	0	0
S10062	7.29653	40.313812	6.736916	0	0
S10066	7.434954	39.257328	6.7528	0	0
S10067	7.094298	40.343952	6.496714	0	0
S1007	7.13261	39.50686	6.573518	0	0
S10073	7.239296	40.94609	6.527966	0	0
S10077	7.147096	39.382512	6.68771	0	0
S10080	7.328922	40.278554	6.808096	0	0
S10082	7.280566	40.385478	6.599002	0	0
S10087	7.185746	40.520248	6.623846	0	0
S10089	7.08196	38.761748	6.491788	0	0
S1009	7.105492	40.635152	6.538548	0	0
S10090	7.109622	38.774102	6.440088	0	0
S10093	6.991256	38.974724	6.552794	0	0
S10094	7.424994	40.266478	6.679022	0	0
S1010	7.123576	39.934002	6.707268	0	0
S10111	7.197034	40.794856	6.585762	0	0
S10116	6.849896	40.233202	6.50546	0	0
S10119	7.03072	40.005556	6.528358	0	0
S10121	7.182336	39.497924	6.522368	0	0
S10130	7.273936	39.265476	6.623014	0	0
S10140	7.484388	40.025492	6.717804	0	0
S10142	7.007406	40.210762	6.492806	0	0
S10150	7.326578	38.851992	6.668472	0	0
S10155	7.164232	40.208508	6.695506	0	0
S1016	7.067722	39.036832	6.498856	0	0
S10163	7.248294	39.854294	6.695074	0	0
S10167	7.148856	40.143962	6.583254	0	0
S10168	7.09248	40.095474	6.367962	0	0
S10173	7.03517	40.486332	6.476736	0	0
S10175	7.237884	39.747378	6.546362	0	0
S10179	7.185622	41.71091	6.620962	0	0
S10186	6.843308	40.32893	6.541052	0	0
S1019	7.081024	39.819718	6.59131	0	0
S10190	7.188524	41.156058	6.646724	0	0
S10195	7.299046	39.636002	6.584892	0	0
S10196	7.34184	40.733044	6.70194	0	0
S10200	7.240812	39.539924	6.652064	0	0
S10201	7.42494	38.261266	6.545328	0	0
S10202	7.115072	39.462076	6.638058	0	0
S10205	7.298704	40.905618	6.607654	0	0
S10211	6.981962	38.920222	6.514586	0	0
S10221	7.303034	40.915672	6.642538	0	0
S10222	7.126314	38.747778	6.473354	0	0
S10226	7.276184	40.05061	6.509282	0	0
S10227	7.301786	39.584794	6.628958	0	0
S10228	7.215044	39.95779	6.542972	0	0
S10232	6.74723	39.511746	6.395022	0	0
S10248	7.030214	40.219408	6.444254	0	0
S10249	7.373394	39.375042	6.803194	0	0
S1025	7.14331	40.43852	6.630128	0	0
S10266	7.195152	39.20249	6.62862	0	0
S10269	7.20934	39.377298	6.524762	0	0
S10272	7.124808	38.935156	6.515148	0	0
S10273	7.233212	39.752782	6.562644	0	0
S10274	7.154776	39.928902	6.598276	0	0
S1028	7.11582	40.497076	6.678116	0	0
S10280	7.31802	41.314062	6.682594	0	0
S10283	7.156354	41.01509	6.59264	0	0
S1029	7.143332	39.852076	6.572394	0	0
S10292	7.010534	39.56068	6.402384	0	0
S10294	7.037606	40.4294	6.53787	0	0
S10302	7.109308	39.788456	6.588206	0	0
S10303	7.072272	39.578384	6.5418	0	0
S10323	7.147546	39.537284	6.574512	0	0
S10326	7.238812	39.815178	6.63242	0	0
S10328	7.20812	40.406384	6.558644	0	0
S10329	7.224732	40.462088	6.547494	0	0
S10336	7.179134	39.412758	6.570182	0	0
S10340	7.244182	39.667636	6.493398	0	0
S10347	6.974206	38.373468	6.398194	0	0
S10353	7.116626	39.757752	6.574046	0	0
S10356	6.995826	39.188446	6.533978	0	0
S10358	7.275194	39.771306	6.658658	0	0
S10365	7.19597	39.079132	6.611824	0	0
S1037	7.016994	40.571296	6.440956	0	0
S10373	7.141252	40.532102	6.576332	0	0
S10374	6.931942	38.887108	6.425786	0	0
S10375	7.190916	40.432354	6.698054	0	0
S10377	6.826764	39.16141	6.564074	0	0
