	B Cells	CD4 T Cells	NK Cells	Monocytes	CD8 T Cells
Mix_1	0.1614	0.0024	0	0	0.5684
Mix_2	0.3606	0.1928	0	0	0.4255
Mix_3	0.0636	0.0	0	0	0.9089
Mix_4	0.1142	0.0932	0	0	0.7926
Mix_5	0.4724	0.0	0	0	0.5277
Mix_6	0.2693	0.0	0	0	0.4295
Mix_7	0.1575	0.215	0	0	0.6274
Mix_8	0.3626	0.3954	0	0	0.1813
Mix_9	0.3054	0.0889	0	0	0.6057
Mix_10	0.4168	0.0	0	0	0.4989
Mix_11	0.2202	0.3242	0	0	0.4554
Mix_12	0.0506	0.053	0	0	0.716
Mix_13	0.4395	0.059	0	0	0.5015
Mix_14	0.0201	0.1079	0	0	0.872
Mix_15	0.1366	0.3936	0	0	0.4698
Mix_16	0.3104	0.2792	0	0	0.3951
Mix_17	0.1509	0.3249	0	0	0.5242
Mix_18	0.139	0.6084	0	0	0.2526
Mix_19	0.1156	0.0	0	0	0.6837
Mix_20	0.3806	0.1388	0	0	0.4067
Mix_21	0.3609	0.1443	0	0	0.3432
Mix_22	0.1361	0.0	0	0	0.5886
Mix_23	0.4782	0.232	0	0	0.2898
Mix_24	0.0	0.5996	0	0	0.3751
Mix_25	0.3784	0.1415	0	0	0.4801
Mix_26	0.2634	0.3074	0	0	0.4293
Mix_27	0.4225	0.189	0	0	0.3023
Mix_28	0.2754	0.1292	0	0	0.4747
Mix_29	0.3139	0.2887	0	0	0.3974
Mix_30	0.149	0.0	0	0	0.851
Mix_31	0.336	0.2166	0	0	0.4382
Mix_32	0.1587	0.5668	0	0	0.2446
Mix_33	0.0865	0.3242	0	0	0.5371
Mix_34	0.3386	0.0	0	0	0.4328
Mix_35	0.2089	0.1328	0	0	0.6583
Mix_36	0.2908	0.1201	0	0	0.5891
Mix_37	0.096	0.0	0	0	0.8642
Mix_38	0.0641	0.1595	0	0	0.6488
Mix_39	0.4784	0.1917	0	0	0.1468
Mix_40	0.2331	0.0	0	0	0.7669
Mix_41	0.1893	0.0	0	0	0.747
Mix_42	0.2789	0.375	0	0	0.346
Mix_43	0.3765	0.0	0	0	0.5415
Mix_44	0.1101	0.039	0	0	0.7115
Mix_45	0.1531	0.1271	0	0	0.6594
Mix_46	0.3587	0.2899	0	0	0.3415
Mix_47	0.2782	0.0087	0	0	0.539
Mix_48	0.2912	0.1911	0	0	0.5177
Mix_49	0.0568	0.0656	0	0	0.8776
Mix_50	0.1174	0.3796	0	0	0.4743
Mix_51	0.2998	0.2967	0	0	0.4027
Mix_52	0.0129	0.1142	0	0	0.8588
Mix_53	0.2991	0.1473	0	0	0.4407
Mix_54	0.0807	0.0	0	0	0.688
Mix_55	0.0065	0.0063	0	0	0.9471
Mix_56	0.1402	0.259	0	0	0.5374
Mix_57	0.0	0.021	0	0	0.913
Mix_58	0.1396	0.3741	0	0	0.4862
Mix_59	0.047	0.0	0	0	0.9119
Mix_60	0.4097	0.1774	0	0	0.4129
Mix_61	0.4277	0.0	0	0	0.5184
Mix_62	0.4167	0.0	0	0	0.5833
Mix_63	0.0395	0.0	0	0	0.7523
Mix_64	0.3112	0.0026	0	0	0.4574
Mix_65	0.3203	0.1033	0	0	0.4585
Mix_66	0.2816	0.1487	0	0	0.5698
Mix_67	0.5583	0.0272	0	0	0.3042
Mix_68	0.1887	0.3266	0	0	0.4417
Mix_69	0.4641	0.0059	0	0	0.53
Mix_70	0.1681	0.3507	0	0	0.4695
Mix_71	0.1849	0.0	0	0	0.8018
Mix_72	0.1666	0.4636	0	0	0.2118
Mix_73	0.0	0.0199	0	0	0.9654
Mix_74	0.3951	0.0	0	0	0.5294
Mix_75	0.1516	0.0408	0	0	0.8077
Mix_76	0.1421	0.0007	0	0	0.8558
Mix_77	0.2175	0.0658	0	0	0.5422
Mix_78	0.0	0.206	0	0	0.794
Mix_79	0.0291	0.0	0	0	0.8068
Mix_80	0.2262	0.341	0	0	0.4058
Mix_81	0.2288	0.0	0	0	0.6914
Mix_82	0.2272	0.0431	0	0	0.7297
Mix_83	0.3781	0.0062	0	0	0.5683
Mix_84	0.2397	0.2332	0	0	0.4605
Mix_85	0.1727	0.1012	0	0	0.7262
Mix_86	0.1465	0.0	0	0	0.7367
Mix_87	0.6482	0.0	0	0	0.2841
Mix_88	0.367	0.3962	0	0	0.2368
Mix_89	0.0075	0.0082	0	0	0.745
Mix_90	0.1739	0.0	0	0	0.8192
Mix_91	0.575	0.1111	0	0	0.314
Mix_92	0.263	0.0046	0	0	0.6814
Mix_93	0.1956	0.5371	0	0	0.1378
Mix_94	0.4258	0.3216	0	0	0.2526
Mix_95	0.1728	0.2379	0	0	0.5893
Mix_96	0.0706	0.3711	0	0	0.5583
Mix_97	0.3097	0.0	0	0	0.5813
Mix_98	0.4998	0.1447	0	0	0.0
Mix_99	0.0	0.5221	0	0	0.4779
Mix_100	0.2889	0.047	0	0	0.4614
