	B Cells	CD4 T Cells	CD8 T Cells	Endo	Fibroblast	Macrophages	Mast Cell
mix_1	0	0.2417	0.2266	0	0	0	0
mix_2	0	0.2384	0.2122	0	0	0	0
mix_3	0	0.2251	0.1785	0	0	0	0
mix_4	0	0.404	0.1842	0	0	0	0
mix_5	0	0.2732	0.2095	0	0	0	0
mix_6	0	0.3438	0.2185	0	0	0	0
mix_7	0	0.2395	0.2093	0	0	0	0
mix_8	0	0.2174	0.2598	0	0	0	0
mix_9	0	0.3811	0.2245	0	0	0	0
mix_10	0	0.3732	0.0665	0	0	0	0
mix_11	0	0.2523	0.174	0	0	0	0
mix_12	0	0.3388	0.2269	0	0	0	0
mix_13	0	0.4868	0.1647	0	0	0	0
mix_14	0	0.4148	0.1129	0	0	0	0
mix_15	0	0.2799	0.2276	0	0	0	0
mix_16	0	0.2198	0.2174	0	0	0	0
mix_17	0	0.259	0.2244	0	0	0	0
mix_18	0	0.4792	0.0536	0	0	0	0
mix_19	0	0.2561	0.1959	0	0	0	0
mix_20	0	0.3823	0.159	0	0	0	0
mix_21	0	0.3594	0.2048	0	0	0	0
mix_22	0	0.278	0.1854	0	0	0	0
mix_23	0	0.3507	0.1765	0	0	0	0
mix_24	0	0.3217	0.2253	0	0	0	0
mix_25	0	0.4252	0.1791	0	0	0	0
mix_26	0	0.3475	0.1669	0	0	0	0
mix_27	0	0.309	0.1867	0	0	0	0
mix_28	0	0.3462	0.1936	0	0	0	0
mix_29	0	0.2487	0.2032	0	0	0	0
mix_30	0	0.4231	0.1745	0	0	0	0
mix_31	0	0.371	0.1462	0	0	0	0
mix_32	0	0.4368	0.091	0	0	0	0
mix_33	0	0.4226	0.1179	0	0	0	0
mix_34	0	0.3172	0.0827	0	0	0	0
mix_35	0	0.3337	0.2095	0	0	0	0
mix_36	0	0.3017	0.1748	0	0	0	0
mix_37	0	0.2615	0.2324	0	0	0	0
mix_38	0	0.2372	0.208	0	0	0	0
mix_39	0	0.3244	0.2098	0	0	0	0
mix_40	0	0.3315	0.1515	0	0	0	0
mix_41	0	0.3209	0.1255	0	0	0	0
mix_42	0	0.5203	0.0612	0	0	0	0
mix_43	0	0.3457	0.0972	0	0	0	0
mix_44	0	0.3289	0.1387	0	0	0	0
mix_45	0	0.268	0.1677	0	0	0	0
mix_46	0	0.3437	0.0822	0	0	0	0
mix_47	0	0.2704	0.2313	0	0	0	0
mix_48	0	0.4623	0.0309	0	0	0	0
mix_49	0	0.2719	0.0953	0	0	0	0
mix_50	0	0.3131	0.2062	0	0	0	0
mix_51	0	0.2758	0.1894	0	0	0	0
mix_52	0	0.2921	0.1538	0	0	0	0
mix_53	0	0.3233	0.0513	0	0	0	0
mix_54	0	0.3906	0.1438	0	0	0	0
mix_55	0	0.4289	0.1499	0	0	0	0
mix_56	0	0.4618	0.1294	0	0	0	0
mix_57	0	0.3344	0.2142	0	0	0	0
mix_58	0	0.3219	0.2351	0	0	0	0
mix_59	0	0.2523	0.1044	0	0	0	0
mix_60	0	0.4155	0.1284	0	0	0	0
mix_61	0	0.3063	0.178	0	0	0	0
mix_62	0	0.2582	0.1933	0	0	0	0
mix_63	0	0.349	0.2191	0	0	0	0
mix_64	0	0.2375	0.2009	0	0	0	0
mix_65	0	0.2793	0.1462	0	0	0	0
mix_66	0	0.2325	0.0951	0	0	0	0
mix_67	0	0.1998	0.2136	0	0	0	0
mix_68	0	0.3228	0.192	0	0	0	0
mix_69	0	0.3626	0.1469	0	0	0	0
mix_70	0	0.3128	0.2056	0	0	0	0
mix_71	0	0.2683	0.2106	0	0	0	0
mix_72	0	0.255	0.1852	0	0	0	0
mix_73	0	0.3229	0.2085	0	0	0	0
mix_74	0	0.4574	0.1771	0	0	0	0
mix_75	0	0.4102	0.0954	0	0	0	0
mix_76	0	0.2305	0.2059	0	0	0	0
mix_77	0	0.3568	0.1511	0	0	0	0
mix_78	0	0.3438	0.1881	0	0	0	0
mix_79	0	0.2396	0.1182	0	0	0	0
mix_80	0	0.3415	0.0289	0	0	0	0
mix_81	0	0.3244	0.0388	0	0	0	0
mix_82	0	0.2146	0.2368	0	0	0	0
mix_83	0	0.3734	0.2012	0	0	0	0
mix_84	0	0.2554	0.2216	0	0	0	0
mix_85	0	0.2453	0.1649	0	0	0	0
mix_86	0	0.328	0.2034	0	0	0	0
mix_87	0	0.4034	0.1907	0	0	0	0
mix_88	0	0.3802	0.1574	0	0	0	0
mix_89	0	0.3212	0.042	0	0	0	0
mix_90	0	0.3457	0.2564	0	0	0	0
mix_91	0	0.3269	0.1959	0	0	0	0
mix_92	0	0.4203	0.1446	0	0	0	0
mix_93	0	0.2644	0.2462	0	0	0	0
mix_94	0	0.4209	0.1892	0	0	0	0
mix_95	0	0.4878	0.1501	0	0	0	0
mix_96	0	0.3171	0.1194	0	0	0	0
mix_97	0	0.3973	0.1289	0	0	0	0
mix_98	0	0.4581	0.0757	0	0	0	0
mix_99	0	0.1797	0.1948	0	0	0	0
mix_100	0	0.3594	0.2066	0	0	0	0
