	Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory
S10001	0	0.269036476702967	0.520593876904146	0	0.16300724173766	0	0	0	0	0	0	0	0.00103925224297755	0	0	0	0	0	0.0463231524122501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S10006	0	0.301762715511716	0.494307317960613	6.03971606237219e-05	0.157271713025197	0	0	0	0	0	0	0	0.000932985756381308	0	0	0	0	0	0.0456648705854685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S1001	0	0.320887029554122	0.459970874303318	0.0055364801803681	0.171413411338218	0	0	0	0	0	0	0	0.000929276352456709	0	0	0	0	0.00055284754199662	0.0407100807295204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S10010	0	0.286915786066906	0.487920852262613	0.00304578730039837	0.172925744425033	0	0	0	0	0	0	0	0.000887707252796302	0	0	0	0	0	0.0483041226922531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S10011	0	0.223381656435884	0.569295863809785	0.00227757583407528	0.160690985130926	0	0	0	0	0	0	0	0.000790223045625602	0	0	0	0	0.000667374705471041	0.0428963210382326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S10014	0	0.309783694653583	0.462607844056349	0.00153743860724494	0.1814044631913	0	0	0	0	0	0	0	0.000993959325559564	0	0	0	0	0	0.0436726001659644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S10026	0	0.35280658575681	0.444194165249413	0.00109996407341117	0.15669577014014	0	0	0	0	0	0	0	0.000731007783816267	0	0	0	0	0	0.044472506996409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S10032	0	0.325021850663275	0.461816544049222	0.00687504687038368	0.163696726123865	0	0	0	0	0	0	0	0.000918329783210967	0	0	0	0	0.000777622238207426	0.0408938802718354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S10036	0	0.322480158343308	0.465290221743247	0.00365372659643583	0.160269164296802	0	0	0	0	0	0	0	0.000957471882100899	0	0	0	0	0	0.0473492571381065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S10042	0	0.288953017055891	0.494888019712123	0.00275252417100206	0.16846878721077	0	0	0	0	0	0	0	0.000952384192171119	0	0	0	0	9.55443746101668e-05	0.0438897232834326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S10044	0	0.346054660465514	0.446376608215373	0	0.161814181304138	0	0	0	0	0	0	0	0.000886544399077752	0	0	0	0	0	0.0448680056158976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S10049	0	0.371574028832185	0.423289349073518	0	0.16047508288527	0	0	0	0	0	0	0	0.000967752398473149	0	0	0	0	0	0.0436937868105541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S10057	0	0.242986240628795	0.5324912694462	0.00123152293324811	0.181006898879151	0	0	0	0	0	0	0	0.00106768787809535	0	0	0	0	0.000921683495294471	0.040294696739215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S10062	0	0.307004649063087	0.483494135002928	0.00414376712290292	0.161572999344617	0	0	0	0	0	0	0	0.000963060768259386	0	0	0	0	0	0.0428213886982061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S10066	0	0.271355720339778	0.511052917967988	0.00362788266909902	0.163096184588296	0	0	0	0	0	0	0	0.00102148640061357	0	0	0	0	0	0.0498458080342255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S10067	0	0.3640597067627	0.418264886920421	0	0.175523387545001	0	0	0	0	0	0	0	0.000866888715292862	0	0	0	0	0	0.0412851300565854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S1007	0	0.274604515113273	0.517707386875681	0.000794523733520569	0.161059089069482	0	0	0	0	0	0	0	0.00100330446570455	0	0	0	0	0.000601249306083312	0.0442299314362557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
